model,INVENTORY_ID,PLOT_ID,AGE,MUNICIPALITY,SPECIE_IFN_ID,BASAL_AREA,DENSITY,MEAN_DBH,MEAN_H,QM_DBH,DOMINANT_H,ALTITUDE,SLOPE,ASPECT
Pnig_cat,IFN2,17_2662_IFN2,33,101,25,"18,6620472222222","1011,51808276182","14,55","7,91258741258741","15,3266724409406","9,25",0,5,"2,35619449019235"
Pnig_cat,IFN2,25_1263_IFN2,26,161,25,"24,6573618055556","1563,25521881373","13,0512443438914","5,45497737556561","14,1714216356889","8,51351351351351",1200,"4,5","1,80641577581414"
Pnig_cat,IFN2,25_1279_IFN2,27,234,25,"20,0670875","1145,91559026165","14,5305555555556","7,91666666666667","14,932100953613",9375,1100,"4,5","1,00530964914874"
Pnig_cat,IFN2,25_2037_IFN2,47,77,25,"55,4512409722222","1740,09404447139","19,3070121951219","12,5884146341463","20,1430084049435","14,0625",900,3,"4,08407044966674"
Pnig_cat,IFN2,25_2740_IFN2,6,42,25,"3,24991875","127,323954473516","17,9125","7,25","18,0275310289568","7,25",500,"4,5","6,2203534541078"
Pnig_cat,IFN2,43_1498_IFN2,3,44,25,"5,51643933333333","89,9755944946182","27,3251572327044","9,5314465408805","27,9397245431513","9,5314465408805",600,5,"2,98451302091031"
Pnig_cat,IFN2,43_96_IFN2,40,86,25,"13,6963659722222","417,339628552081","19,4673728813559","8,11440677966102","20,4415076022011","9,45945945945946",800,2,"2,35619449019235"
Pnig_cat,IFN2,8_1811_IFN2,21,128,25,"6,65171875","636,619772367581","11,3925","5,45","11,5340528436452","7,75",500,"3,5","6,12610567450011"
Pnig_cat,IFN3,25_1263_IFN3,50,161,25,"25,6711027777778","1690,57917328724","12,5382845188285","5,57196652719665","13,9046340970334","8,64324324324324",1000,8,"1,88495559215388"
Pnig_cat,IFN3,25_1279_IFN3,37,234,25,"29,1332131944444","1266,16599170886","16,6350558659218","10,5081005586592","17,1160651364205","12,4117647058824",1000,"7,8","1,00530964914874"
Pnig_cat,IFN3,25_1303_IFN3,35,190,25,"20,15260625","1478,37258249805","12,7948564593301","7,31818181818182","13,1743355061539","8,53225806451613",1000,"12,2","0,565486677646164"
Pnig_cat,IFN3,43_81_IFN3,22,54,25,"41,2114076388889","1778,99858611607","15,9315109343936","8,50298210735587","17,1741788880033","10,9",1000,8,"1,09955742875643"
Pnig_cat,IFN3,8_1475_IFN3,25,70,25,"20,9082215277778","1025,66518881444","15,5143103448276","6,17448275862069","16,1105659803403","7,27931034482759",1000,7,"3,45575191894878"
Pnig_cat,IFN3,8_1811_IFN3,30,128,25,"13,758525","923,098669932993","13,3206896551724","7,38965517241379","13,7758033747833",9575,1000,"5,5","6,12610567450011"
Pnig_cyl,IFN2,24_1236_IFN2,15,79,25,24.794175,2100.84524881302,12.0787878787879,6.25,12.2583737613407,7.5,,,
Pnig_cyl,IFN2,24_1263_IFN2,20,229,25,9.03493125,1114.08460164327,10.0214285714286,4.72857142857143,10.1615135261858,6.21428571428572,,,
Pnig_cyl,IFN2,24_1275_IFN2,25,229,25,10.2440875,891.267681314614,11.7857142857143,5.91071428571429,12.0972768482356,7.25,,,
Pnig_cyl,IFN2,24_1276_IFN2,30,229,25,29.8060201388889,1283.84987427462,16.8560606060606,8.84573002754821,17.192931510926,9.68333333333333,,,
Pnig_cyl,IFN2,24_1280_IFN2,30,229,25,19.0469798611111,1174.20980236687,13.9859939759036,6.64759036144578,14.3712740063734,8.02857142857143,,,
Pnig_cyl,IFN2,24_1284_IFN2,25,4,25,20.5984375,1496.05646506382,12.7872340425532,6.59574468085106,13.2403115923995,7.625,,,
Pnig_cyl,IFN2,24_1287_IFN2,25,229,25,15.37389375,859.436692696235,14.8685185185185,6.62962962962963,15.0917655987922,7.25,,,
Pnig_cyl,IFN2,24_1288_IFN2,25,229,25,3.71629444444444,205.133037762887,14.8948275862069,6.02586206896552,15.1877105491294,6.19354838709677,,,
Pnig_cyl,IFN2,24_1290_IFN2,25,229,25,19.1806756944444,841.752810130469,16.9094537815126,8.30882352941176,17.0331402755645,8.7741935483871,,,
Pnig_cyl,IFN2,24_1291_IFN2,25,4,25,20.5035125,1241.40855611678,14.1923076923077,6.98717948717949,14.5014632329788,8.375,,,
Pnig_cyl,IFN2,24_594_IFN2,17,72,25,2.123525,254.647908947033,10.225,4.25,10.3041860425751,5,,,
Pnig_cyl,IFN2,24_691_IFN2,20,40,25,19.3168256944444,2146.82334348401,10.2653212520593,6.19028006589786,10.7034746625444,9.14516129032258,,,
Pnig_cyl,IFN2,24_718_IFN2,15,134,25,6.41605069444444,459.78094670992,12.8173076923077,6.75,13.3294879871659,7.68103448275862,,,
Pnig_cyl,IFN2,24_729_IFN2,20,40,25,1.2544,127.323954473516,11.2,3.5,11.2,3.5,,,
Pnig_cyl,IFN2,24_732_IFN2,25,76,25,12.63821875,986.760647169751,12.3854838709677,7.16129032258065,12.7700348598812,9.125,,,
Pnig_cyl,IFN2,24_733_IFN2,20,76,25,9.99205763888889,742.723067762178,12.4269047619048,6.51904761904762,13.087872885487,9.18333333333333,,,
Pnig_cyl,IFN2,24_803_IFN2,15,68,25,4.62185625,700.281749604339,9.03409090909091,4.77272727272727,9.16699241845438,5.16666666666667,,,
Pnig_cyl,IFN2,24_910_IFN2,25,183,25,14.1219875,1368.7325105903,11.2767441860465,5.83720930232558,11.461558601752,6.875,,,
Pnig_cyl,IFN2,24_919_IFN2,25,183,25,10.41306875,732.112738222719,13.2891304347826,6.39130434782609,13.4572228868399,6.875,,,
Pnig_cyl,IFN2,24_943_IFN2,24,52,25,39.32854375,2274.14729795753,14.1888802488336,7.82814930015552,14.8388312776259,9.8125,,,
Pnig_cyl,IFN2,24_960_IFN2,29,52,25,28.2777159722222,1747.1675974977,13.8254048582996,7.46761133603239,14.3552228853846,9.1,,,
